Sample Name	Model ID	Feature ID	Classification	All Genes
SKCO1_LARGE_INTESTINE	ACH-000400	SKCO1_LARGE_INTESTINE_amplicon2_Complex non-cyclic_1	Complex non-cyclic	['ACAA2', 'C18orf12', 'C18orf32', 'CFAP53', 'CTIF', 'CXXC1', 'DYM', 'ELAC1', 'EPG5', 'LIPG', 'MAPK4', 'MBD1', 'ME2', 'MEX3C', 'MRO', 'MYO5B', 'RPL17', 'RPL17-C18orf32', 'SCARNA17', 'SIGLEC15', 'SKA1', 'SKOR2', 'SLC14A1', 'SLC14A2', 'SLC14A2-AS1', 'SMAD2', 'SMAD4', 'SMAD7', 'SNHG22', 'SNORD58A', 'SNORD58B', 'SNORD58C', 'ZBTB7C']
SKCO1_LARGE_INTESTINE	ACH-000400	SKCO1_LARGE_INTESTINE_amplicon3_BFB_1	BFB	['ACTRT3', 'GPR160', 'LRRC31', 'LRRC34', 'LRRIQ4', 'MECOM', 'MECOM-AS1', 'MYNN', 'PHC3', 'PRKCI', 'SAMD7', 'SEC62', 'SKIL', 'TERC']
SKCO1_LARGE_INTESTINE	ACH-000400	SKCO1_LARGE_INTESTINE_amplicon4_Linear amplification_1	Linear amplification	['EGFR', 'EGFR-AS1', 'ELDR', 'LANCL2', 'SEC61G']
SKCO1_LARGE_INTESTINE	ACH-000400	SKCO1_LARGE_INTESTINE_amplicon5_Linear amplification_1	Linear amplification	['DCTN6', 'DUSP4', 'GSR', 'GTF2E2', 'KIF13B', 'LEPROTL1', 'MBOAT4', 'PPP2CB', 'PURG', 'RBPMS', 'RBPMS-AS1', 'SARAF', 'SMIM18', 'TEX15', 'UBXN8', 'WRN']
SKCO1_LARGE_INTESTINE	ACH-000400	SKCO1_LARGE_INTESTINE_amplicon6_Linear amplification_1	Linear amplification	['ALDH1A1', 'ANXA1']
SKCO1_LARGE_INTESTINE	ACH-000400	SKCO1_LARGE_INTESTINE_amplicon7_BFB_1	BFB	['FOXB2', 'GCNT1', 'PCA3', 'PCSK5', 'PRUNE2', 'RFK', 'RPSAP9', 'VPS13A', 'VPS13A-AS1']
SKCO1_LARGE_INTESTINE	ACH-000400	SKCO1_LARGE_INTESTINE_amplicon8_Complex non-cyclic_1	Complex non-cyclic	['ARNTL2', 'ARNTL2-AS1', 'BCAT1', 'BHLHE41', 'C12orf71', 'C12orf77', 'CASC1', 'CCDC91', 'ETFRF1', 'FGFR1OP2', 'INTS13', 'ITPR2', 'KLHL42', 'KRAS', 'LMNTD1', 'LRMP', 'MANSC4', 'MED21', 'MRPS35', 'PPFIBP1', 'PTHLH', 'RASSF8', 'RASSF8-AS1', 'REP15', 'SMCO2', 'SOX5-AS1', 'SSPN', 'STK38L', 'TM7SF3']
SKLMS1_SOFT_TISSUE	ACH-000145	SKLMS1_SOFT_TISSUE_amplicon1_Linear amplification_1	Linear amplification	['ANKRD40CL', 'TOB1', 'TOB1-AS1', 'WFIKKN2']
SKLU1_LUNG	ACH-000309	SKLU1_LUNG_amplicon1_Complex non-cyclic_1	Complex non-cyclic	['CCDC167', 'CMTR1', 'DAAM2', 'DAAM2-AS1', 'FGD2', 'MDGA1', 'MOCS1', 'MTCH1', 'PIM1', 'RNF8', 'TBC1D22B', 'TMEM217']
SKLU1_LUNG	ACH-000309	SKLU1_LUNG_amplicon2_Linear amplification_1	Linear amplification	['C6orf132', 'GUCA1A', 'GUCA1B', 'MRPS10', 'TAF8', 'TRERF1', 'UBR2']
SKLU1_LUNG	ACH-000309	SKLU1_LUNG_amplicon3_Complex non-cyclic_1	Complex non-cyclic	[]
SKLU1_LUNG	ACH-000309	SKLU1_LUNG_amplicon4_BFB_1	BFB	['ABALON', 'BCL2L1', 'COX4I2', 'DEFB116', 'DEFB118', 'DEFB119', 'DEFB121', 'DEFB122', 'DEFB123', 'DEFB124', 'HM13', 'HM13-AS1', 'ID1', 'REM1']
SKLU1_LUNG	ACH-000309	SKLU1_LUNG_amplicon5_Complex non-cyclic_1	Complex non-cyclic	['ACTR5', 'ADIG', 'ARHGAP40', 'BPI', 'DHX35', 'FAM83D', 'KIAA1755', 'LBP', 'PPP1R16B', 'RALGAPB', 'RPRD1B', 'SLC32A1', 'SNHG11', 'SNHG17', 'SNORA60', 'SNORA71A', 'SNORA71B', 'SNORA71C', 'SNORA71D', 'SNORA71E', 'TGM2', 'TTI1', 'VSTM2L']
SKLU1_LUNG	ACH-000309	SKLU1_LUNG_amplicon6_Linear amplification_1	Linear amplification	['TSHZ2']
SKLU1_LUNG	ACH-000309	SKLU1_LUNG_amplicon7_Linear amplification_1	Linear amplification	['BCAS1', 'CYP24A1', 'PFDN4', 'SUMO1P1']
SKMEL2_SKIN	ACH-001190	SKMEL2_SKIN_amplicon1_Linear amplification_1	Linear amplification	['ACTG1P4', 'AMY1A', 'AMY1B', 'AMY1C', 'AMY2A', 'AMY2B', 'RNPC3']
SKMEL2_SKIN	ACH-001190	SKMEL2_SKIN_amplicon2_ecDNA_1	ecDNA	['SLC25A17']
SKMEL2_SKIN	ACH-001190	SKMEL2_SKIN_amplicon3_Linear amplification_1	Linear amplification	['CRYBA4', 'CRYBB1', 'MIAT', 'MIATNB']
SKMEL30_SKIN	ACH-000810	SKMEL30_SKIN_amplicon1_Complex non-cyclic_1	Complex non-cyclic	['ALG1L9P', 'ANAPC15', 'ARAP1', 'ARAP1-AS2', 'ARHGEF17', 'ATG16L2', 'C2CD3', 'CHRDL2', 'CLPB', 'COA4', 'DEFB108B', 'DEFB131B', 'DHCR7', 'DNAJB13', 'FAM168A', 'FAM86C1', 'FCHSD2', 'FLJ42102', 'FOLR1', 'FOLR2', 'FOLR3', 'IL18BP', 'INPPL1', 'KCNE3', 'KRTAP5-10', 'KRTAP5-11', 'KRTAP5-7', 'KRTAP5-8', 'KRTAP5-9', 'LAMTOR1', 'LIPT2', 'LRTOMT', 'MRPL48', 'NADSYN1', 'NEU3', 'NUMA1', 'OR2AT4', 'P2RY2', 'P2RY6', 'P4HA3', 'P4HA3-AS1', 'PAAF1', 'PDE2A', 'PGM2L1', 'PHOX2A', 'PLEKHB1', 'POLD3', 'PPME1', 'RAB6A', 'RELT', 'RNF121', 'RNF169', 'SLCO2B1', 'SPCS2', 'STARD10', 'UCP2', 'UCP3', 'XRRA1', 'ZNF705E']
SKMEL5_SKIN	ACH-000730	SKMEL5_SKIN_amplicon1_Complex non-cyclic_1	Complex non-cyclic	['ANO1', 'CCND1', 'CPT1A', 'CTTN', 'FADD', 'FGF19', 'FGF3', 'FGF4', 'IGHMBP2', 'LTO1', 'MRGPRD', 'MRGPRF', 'MRGPRF-AS1', 'MRPL21', 'MYEOV', 'PPFIA1', 'RGS9', 'SHANK2', 'SHANK2-AS1', 'SHANK2-AS3', 'SMIM38', 'TPCN2']
SKMEL5_SKIN	ACH-000730	SKMEL5_SKIN_amplicon2_Linear amplification_1	Linear amplification	['ALG1L9P', 'ANAPC15', 'DEFB108B', 'DEFB131B', 'DHCR7', 'FAM86C1', 'FLJ42102', 'FOLR1', 'FOLR2', 'FOLR3', 'IL18BP', 'INPPL1', 'KRTAP5-10', 'KRTAP5-11', 'KRTAP5-7', 'KRTAP5-8', 'KRTAP5-9', 'LAMTOR1', 'LRTOMT', 'NADSYN1', 'NUMA1', 'PHOX2A', 'RNF121', 'ZNF705E']
SKMES1_LUNG	ACH-000665	SKMES1_LUNG_amplicon1_ecDNA_1	ecDNA	['GAP43']
SKMES1_LUNG	ACH-000665	SKMES1_LUNG_amplicon2_Complex non-cyclic_1	Complex non-cyclic	['PBDC1']
SKMES1_LUNG	ACH-000665	SKMES1_LUNG_amplicon6_Complex non-cyclic_1	Complex non-cyclic	['ARHGAP4', 'ATP6AP1', 'BRCC3', 'CH17-340M24.3', 'CLIC2', 'CMC4', 'CTAG1A', 'CTAG1B', 'CTAG2', 'DKC1', 'DNASE1L1', 'EMD', 'F8', 'F8A1', 'F8A2', 'F8A3', 'FAM223A', 'FAM223B', 'FAM3A', 'FAM50A', 'FLNA', 'FUNDC2', 'G6PD', 'GAB3', 'GDI1', 'H2AB1', 'H2AB2', 'H2AB3', 'HCFC1', 'HCFC1-AS1', 'IKBKG', 'IL9R', 'IRAK1', 'LAGE3', 'MECP2', 'MPP1', 'MTCP1', 'NAA10', 'OPN1LW', 'OPN1MW', 'OPN1MW2', 'OPN1MW3', 'PLXNA3', 'RAB39B', 'RENBP', 'RPL10', 'SLC10A3', 'SMIM9', 'SNORA36A', 'SNORA56', 'SNORA70', 'SPRY3', 'TAZ', 'TEX28', 'TKTL1', 'TMEM187', 'TMLHE', 'TMLHE-AS1', 'UBL4A', 'VAMP7', 'VBP1', 'WASIR1']
SKOV3_OVARY	ACH-000811	SKOV3_OVARY_amplicon1_ecDNA_1	ecDNA	[]
SKOV3_OVARY	ACH-000811	SKOV3_OVARY_amplicon2_ecDNA_1	ecDNA	['ERBB2', 'NEUROD2', 'PGAP3', 'PNMT', 'PPP1R1B', 'STARD3', 'TCAP']
SKOV3_OVARY	ACH-000811	SKOV3_OVARY_amplicon3_ecDNA_1	ecDNA	['TRPC7']
SKOV3_OVARY	ACH-000811	SKOV3_OVARY_amplicon4_ecDNA_1	ecDNA	['BORCS8', 'BORCS8-MEF2B', 'CASC19', 'CASC21', 'CCAT1', 'HAPLN4', 'MEF2B', 'NCAN', 'NR2C2AP', 'RFXANK', 'TM6SF2', 'TMEM161A']
SKOV3_OVARY	ACH-000811	SKOV3_OVARY_amplicon5_Linear amplification_1	Linear amplification	['SYT16']
SNU119_OVARY	ACH-000635	SNU119_OVARY_amplicon10_ecDNA_1	ecDNA	['KLHDC1', 'POLE2']
SNU119_OVARY	ACH-000635	SNU119_OVARY_amplicon11_Linear amplification_1	Linear amplification	[]
SNU119_OVARY	ACH-000635	SNU119_OVARY_amplicon1_BFB_1	BFB	['ADORA3', 'AHCYL1', 'AKR7A2P1', 'ALX3', 'AMIGO1', 'AMPD1', 'AMPD2', 'AP4B1', 'AP4B1-AS1', 'ATP1A1', 'ATP1A1-AS1', 'ATP5PB', 'ATXN7L2', 'BCAS2', 'BCL2L15', 'C1orf137', 'C1orf162', 'C1orf194', 'CAPZA1', 'CASQ2', 'CD101', 'CD2', 'CD53', 'CD58', 'CELSR2', 'CEPT1', 'CHI3L2', 'CHIA', 'CHIAP2', 'CLCC1', 'CSDE1', 'CSF1', 'CTTNBP2NL', 'CYB561D1', 'CYMP', 'CYMP-AS1', 'DCLRE1B', 'DDX20', 'DENND2C', 'DENND2D', 'DRAM2', 'EPS8L3', 'GDAP2', 'GNAI3', 'GNAT2', 'GPR61', 'GSTM1', 'GSTM2', 'GSTM3', 'GSTM4', 'GSTM5', 'HIPK1', 'HIPK1-AS1', 'IGSF3', 'INKA2', 'INKA2-AS1', 'KCNA10', 'KCNA2', 'KCNA3', 'KCNC4', 'KCND3', 'KCND3-AS1', 'KCND3-IT1', 'KIAA1324', 'LAMTOR5', 'LAMTOR5-AS1', 'LRIF1', 'LRIG2', 'LRIG2-DT', 'MAB21L3', 'MAGI3', 'MAN1A2', 'MOV10', 'MYBPHL', 'NGF', 'NGF-AS1', 'NHLH2', 'NRAS', 'OLFML3', 'OVGP1', 'PGBP', 'PHTF1', 'PIFO', 'PPM1J', 'PROK1', 'PSMA5', 'PSRC1', 'PTGFRN', 'PTPN22', 'RAP1A', 'RBM15', 'RBM15-AS1', 'RHOC', 'RSBN1', 'SARS1', 'SCARNA2', 'SIKE1', 'SLC16A1', 'SLC16A1-AS1', 'SLC16A4', 'SLC22A15', 'SLC6A17', 'SORT1', 'SPAG17', 'ST7L', 'STRIP1', 'SYCP1', 'SYPL2', 'SYT6', 'TAF13', 'TAFA3', 'TENT5C', 'TMEM167B', 'TMIGD3', 'TRIM33', 'TRIM45', 'TSHB', 'TSPAN2', 'TTF2', 'UBL4B', 'VANGL1', 'VTCN1', 'WDR3', 'WDR47', 'WDR77', 'WNT2B']
SNU119_OVARY	ACH-000635	SNU119_OVARY_amplicon2_Linear amplification_1	Linear amplification	['BCL6', 'CLDN1', 'CLDN16', 'FLJ42393', 'GMNC', 'IL1RAP', 'LPP', 'LPP-AS1', 'LPP-AS2', 'MASP1', 'OSTN', 'OSTN-AS1', 'P3H2', 'P3H2-AS1', 'RPL39L', 'RTP1', 'RTP2', 'RTP4', 'SNAR-I', 'SST', 'ST6GAL1', 'TMEM207', 'TP63', 'TPRG1', 'TPRG1-AS1', 'TPRG1-AS2']
SNU119_OVARY	ACH-000635	SNU119_OVARY_amplicon3_Complex non-cyclic_1	Complex non-cyclic	['AARD', 'ADCK5', 'ADCY8', 'ADGRB1', 'AGO2', 'ANXA13', 'ARC', 'ARHGAP39', 'ASAP1', 'ASAP1-IT1', 'ASAP1-IT2', 'ATAD2', 'BOP1', 'BREA2', 'C8orf31', 'C8orf33', 'C8orf76', 'C8orf82', 'CASC11', 'CASC19', 'CASC21', 'CASC8', 'CCAT1', 'CCAT2', 'CCDC166', 'CCDC26', 'CCN3', 'CCN4', 'CDC42P3', 'CHRAC1', 'COL14A1', 'COL22A1', 'COLEC10', 'COMMD5', 'CPSF1', 'CYC1', 'CYHR1', 'CYP11B1', 'CYP11B2', 'DENND3', 'DEPTOR', 'DERL1', 'DGAT1', 'DSCC1', 'EEF1D', 'EFR3A', 'EIF3H', 'ENPP2', 'EPPK1', 'EXOSC4', 'EXT1', 'FAM135B', 'FAM49B', 'FAM83A', 'FAM83A-AS1', 'FAM83H', 'FAM83H-AS1', 'FAM91A1', 'FBXL6', 'FBXO32', 'FER1L6', 'FER1L6-AS1', 'FER1L6-AS2', 'FOXH1', 'GLI4', 'GML', 'GPAA1', 'GPIHBP1', 'GPR20', 'GPT', 'GRINA', 'GSDMC', 'GSDMD', 'HAS2', 'HAS2-AS1', 'HGH1', 'HHLA1', 'HPYR1', 'HSF1', 'JRK', 'KCNK9', 'KCNQ3', 'KHDRBS3', 'KIFC2', 'KLHL38', 'LNCOC1', 'LRATD2', 'LRRC14', 'LRRC24', 'LRRC6', 'LY6D', 'LY6E', 'LY6E-DT', 'LY6H', 'LY6K', 'LY6L', 'LYNX1', 'LYNX1-SLURP2', 'LYPD2', 'MAF1', 'MAFA', 'MAFA-AS1', 'MAL2', 'MAL2-AS1', 'MAPK15', 'MED30', 'MFSD3', 'MINCR', 'MROH1', 'MROH5', 'MROH6', 'MRPL13', 'MTBP', 'MTSS1', 'MYC', 'NAPRT', 'NCRNA00250', 'NDRG1', 'NDUFB9', 'NRBP2', 'NSMCE2', 'OC90', 'OPLAH', 'PARP10', 'PCAT1', 'PCAT2', 'PEG13', 'PHF20L1', 'PLEC', 'POU5F1B', 'PPP1R16A', 'PRNCR1', 'PSCA', 'PTCSC1', 'PTK2', 'PTP4A3', 'PUF60', 'PVT1', 'PYCR3', 'RAD21', 'RAD21-AS1', 'RECQL4', 'RHPN1', 'RHPN1-AS1', 'RNF139', 'RNF139-AS1', 'RPL8', 'SAMD12', 'SAMD12-AS1', 'SCRIB', 'SCRT1', 'SCX', 'SHARPIN', 'SLA', 'SLC30A8', 'SLC39A4', 'SLC45A4', 'SLC52A2', 'SLURP1', 'SLURP2', 'SMILR', 'SMPD5', 'SNORD149', 'SNORD168', 'SNTB1', 'SPATC1', 'SQLE', 'ST3GAL1', 'TAF2', 'TATDN1', 'TBC1D31', 'TG', 'THEM6', 'TIGD5', 'TMED10P1', 'TMEM249', 'TMEM65', 'TMEM71', 'TMEM75', 'TNFRSF11B', 'TONSL', 'TONSL-AS1', 'TOP1MT', 'TRAPPC9', 'TRIB1', 'TRMT12', 'TRPS1', 'TSNARE1', 'TSTA3', 'UTP23', 'VPS28', 'WASHC5', 'WDR97', 'WDYHV1', 'ZC3H3', 'ZFAT', 'ZFAT-AS1', 'ZFP41', 'ZHX1', 'ZHX1-C8orf76', 'ZHX2', 'ZNF16', 'ZNF250', 'ZNF251', 'ZNF252P', 'ZNF252P-AS1', 'ZNF34', 'ZNF517', 'ZNF572', 'ZNF623', 'ZNF696', 'ZNF7', 'ZNF707']
SNU119_OVARY	ACH-000635	SNU119_OVARY_amplicon4_Linear amplification_1	Linear amplification	['EPC2', 'KIF5C']
SNU119_OVARY	ACH-000635	SNU119_OVARY_amplicon5_Linear amplification_1	Linear amplification	['ACTRT3', 'CLDN11', 'EIF5A2', 'EYA4', 'FNDC3B', 'GPR160', 'LRRC31', 'LRRC34', 'LRRIQ4', 'MECOM', 'MECOM-AS1', 'MYNN', 'PHC3', 'PLD1', 'PRKCI', 'RPL22L1', 'RPS12', 'SAMD7', 'SEC62', 'SKIL', 'SLC18B1', 'SLC2A2', 'SLC7A14', 'SLC7A14-AS1', 'SNORA33', 'SNORD100', 'SNORD101', 'STX7', 'TAAR1', 'TAAR2', 'TAAR3P', 'TAAR5', 'TAAR6', 'TAAR8', 'TAAR9', 'TARID', 'TCF21', 'TERC', 'TMEM212', 'TMEM212-AS1', 'TNIK', 'VNN1', 'VNN2', 'VNN3']
SNU119_OVARY	ACH-000635	SNU119_OVARY_amplicon6_Linear amplification_1	Linear amplification	['APOD', 'MUC20', 'MUC4', 'PPP1R2', 'SDHAP1', 'SDHAP2', 'TNK2', 'TNK2-AS1']
SNU119_OVARY	ACH-000635	SNU119_OVARY_amplicon7_Linear amplification_1	Linear amplification	['BDH1', 'DLG1', 'DLG1-AS1', 'FYTTD1', 'LRCH3', 'RUBCN']
SNU119_OVARY	ACH-000635	SNU119_OVARY_amplicon8_Linear amplification_1	Linear amplification	['CCNO', 'CDC20B', 'DDX4', 'DHX29', 'ESM1', 'FLJ31104', 'GPX8', 'GZMA', 'GZMK', 'IL31RA', 'IL6ST', 'MCIDAS', 'MTREX', 'PLPP1', 'RNF138P1', 'SLC38A9']
SNU119_OVARY	ACH-000635	SNU119_OVARY_amplicon9_Complex non-cyclic_1	Complex non-cyclic	['AACSP1', 'ADAMTS2', 'ARL10', 'B4GALT7', 'BNIP1', 'BOD1', 'BTNL8', 'BTNL9', 'C5orf47', 'C5orf60', 'CANX', 'CBY3', 'CDHR2', 'CLK4', 'CLTB', 'CNOT6', 'COL23A1', 'CPEB4', 'CPLX2', 'CTC-338M12.4', 'DBN1', 'DDX41', 'DOK3', 'DRD1', 'EIF4E1B', 'F12', 'FAF2', 'FAM153A', 'FAM153B', 'FAM153CP', 'FAM193B', 'FGFR4', 'FLT4', 'GFPT2', 'GMCL2', 'GPRIN1', 'GRK6', 'GRM6', 'HEIH', 'HIGD2A', 'HK3', 'HNRNPAB', 'HNRNPH1', 'HRH2', 'KIAA1191', 'LMAN2', 'LTC4S', 'MAML1', 'MAPK9', 'MGAT1', 'MGAT4B', 'MRNIP', 'MSX2', 'MXD3', 'N4BP3', 'NHP2', 'NKX2-5', 'NOP16', 'NSD1', 'NSG2', 'OR2V1', 'OR2V2', 'OR2Y1', 'PDLIM7', 'PFN3', 'PHYKPL', 'PRELID1', 'PROP1', 'PRR7', 'PRR7-AS1', 'RAB24', 'RACK1', 'RASGEF1C', 'RGS14', 'RMND5B', 'RNF130', 'RNF44', 'RUFY1', 'SCGB3A1', 'SFXN1', 'SIMC1', 'SLC34A1', 'SNCB', 'SNORD95', 'SNORD96A', 'SQSTM1', 'STC2', 'TBC1D9B', 'THOC3', 'TMED9', 'TRIM41', 'TRIM52', 'TRIM52-AS1', 'TRIM7', 'TSPAN17', 'UIMC1', 'UNC5A', 'YWHAE', 'ZFP2', 'ZFP62', 'ZNF346', 'ZNF354A', 'ZNF354B', 'ZNF354C', 'ZNF454', 'ZNF879']
SNU16_STOMACH	ACH-000581	SNU16_STOMACH_amplicon1_ecDNA_1	ecDNA	['APIP', 'CASC11', 'CASC21', 'CASC8', 'CCAT2', 'CD44', 'FGFR2', 'FJX1', 'LDLRAD3', 'LRATD2', 'MYC', 'PAMR1', 'PDHX', 'PLPP4', 'POU5F1B', 'PVT1', 'RPL21', 'SLC1A2', 'SNORD164', 'TMEM75', 'TRIM44', 'WDR11', 'WDR11-AS1']
SNU182_LIVER	ACH-000483	SNU182_LIVER_amplicon10_Linear amplification_1	Linear amplification	['ACE2', 'ACOT9', 'ADGRG2', 'AP1S2', 'APOO', 'ASB11', 'ASB9', 'BCLAF3', 'BEND2', 'BMX', 'CA5B', 'CA5BP1', 'CA5BP1-CA5B', 'CBLL2', 'CDKL5', 'CLTRN', 'CNKSR2', 'CTPS2', 'CXorf58', 'DDX53', 'EIF1AX', 'EIF1AX-AS1', 'FANCB', 'GLRA2', 'GRPR', 'GS1-594A7.3', 'INE2', 'KLHL34', 'MAGEB17', 'MAP3K15', 'MAP7D2', 'MBTPS2', 'MOSPD2', 'NHS', 'NHS-AS1', 'PDHA1', 'PHEX', 'PHEX-AS1', 'PHKA2', 'PHKA2-AS1', 'PIGA', 'PIR', 'PIR-FIGF', 'PPEF1', 'PPEF1-AS1', 'PRDX4', 'PTCHD1', 'PTCHD1-AS', 'RAI2', 'RBBP7', 'REPS2', 'RPS6KA3', 'RS1', 'S100G', 'SAT1', 'SCARNA9L', 'SCML1', 'SCML2', 'SH3KBP1', 'SMPX', 'SMS', 'SYAP1', 'TXLNG', 'VEGFD', 'YY2', 'ZRSR2']
SNU182_LIVER	ACH-000483	SNU182_LIVER_amplicon1_ecDNA_1	ecDNA	['ADORA2B', 'ALKBH5', 'ARHGAP44', 'ATPAF2', 'B9D1', 'CCDC144A', 'CCDC144B', 'CDRT1', 'CDRT15', 'CDRT15P1', 'CDRT15P2', 'CDRT3', 'CDRT4', 'CDRT7', 'CDRT8', 'CENPV', 'COPS3', 'COX10', 'COX10-AS1', 'DNAH9', 'DRC3', 'DRG2', 'ELAC2', 'EPN2', 'EPN2-AS1', 'EPN2-IT1', 'EVPLL', 'FAM106A', 'FAM106C', 'FAM83G', 'FBXW10', 'FLCN', 'FLII', 'FOXO3B', 'GID4', 'GRAP', 'GRAPL', 'HS3ST3A1', 'HS3ST3B1', 'KRT16P1', 'KRT16P2', 'KRT17P1', 'KRT17P2', 'KRT17P5', 'LGALS9C', 'LLGL1', 'LRRC75A', 'MAP2K4', 'MED9', 'MEIS3P1', 'MGC12916', 'MIEF2', 'MPRIP', 'MYO15A', 'MYOCD', 'MYOCD-AS1', 'NCOR1', 'NT5M', 'PEMT', 'PIGL', 'PLD6', 'PMP22', 'PRPSAP2', 'RAI1', 'RAI1-AS1', 'RASD1', 'SHMT1', 'SLC5A10', 'SMCR2', 'SMCR5', 'SMCR8', 'SNHG29', 'SNORD163', 'SNORD3A', 'SNORD3B-1', 'SNORD3B-2', 'SNORD3C', 'SNORD3D', 'SNORD49A', 'SNORD49B', 'SNORD65', 'SREBF1', 'TBC1D26', 'TBC1D27P', 'TBC1D28', 'TEKT3', 'TNFRSF13B', 'TOM1L2', 'TOP3A', 'TRIM16', 'TRIM16L', 'TRPV2', 'TTC19', 'TVP23B', 'TVP23C', 'TVP23C-CDRT4', 'UBB', 'USP32P1', 'USP32P2', 'ZNF18', 'ZNF286A', 'ZNF286B', 'ZNF287', 'ZNF624', 'ZSWIM7']
SNU182_LIVER	ACH-000483	SNU182_LIVER_amplicon2_Complex non-cyclic_1	Complex non-cyclic	['C6', 'C7', 'CARD6', 'MROH2B', 'PLCXD3', 'PRKAA1', 'PTGER4', 'RPL37', 'SNORD72', 'TTC33']
SNU182_LIVER	ACH-000483	SNU182_LIVER_amplicon3_Linear amplification_1	Linear amplification	['DTX4', 'FAM111A', 'FAM111A-DT', 'FAM111B', 'MPEG1', 'OR4D10', 'OR4D6', 'OR5A1', 'OR5A2', 'OR5AN1']
SNU182_LIVER	ACH-000483	SNU182_LIVER_amplicon4_Linear amplification_1	Linear amplification	['CCDC86', 'CD5', 'CD6', 'MS4A1', 'MS4A10', 'MS4A12', 'MS4A13', 'MS4A14', 'MS4A15', 'MS4A18', 'MS4A5', 'MS4A7', 'MS4A8', 'PGA3', 'PGA4', 'PGA5', 'PRPF19', 'PTGDR2', 'SLC15A3', 'TMEM109', 'TMEM132A', 'VPS37C', 'VWCE', 'ZP1']
SNU182_LIVER	ACH-000483	SNU182_LIVER_amplicon5_Linear amplification_1	Linear amplification	['FEN1', 'MYRF', 'MYRF-AS1', 'TMEM258']
SNU182_LIVER	ACH-000483	SNU182_LIVER_amplicon6_ecDNA_1	ecDNA	['AHSP', 'ARMC5', 'BCKDK', 'C16orf58', 'COX6A2', 'FRG2KP', 'FUS', 'HSD3B7', 'ITGAD', 'ITGAM', 'ITGAX', 'KAT8', 'PRSS36', 'PRSS53', 'PRSS8', 'PYCARD', 'PYCARD-AS1', 'PYDC1', 'SLC5A2', 'STX1B', 'STX4', 'TGFB1I1', 'TRIM72', 'VKORC1', 'YBX3P1', 'ZNF646', 'ZNF668', 'ZNF843']
SNU182_LIVER	ACH-000483	SNU182_LIVER_amplicon7_Linear amplification_1	Linear amplification	['KCNJ12', 'KCNJ18', 'MAP2K3', 'NATD1', 'TMEM11']
SNU182_LIVER	ACH-000483	SNU182_LIVER_amplicon8_Complex non-cyclic_1	Complex non-cyclic	['AIFM3', 'ARVCF', 'BCRP2', 'CCDC188', 'COMT', 'CRKL', 'DGCR6L', 'DGCR8', 'FAM230B', 'FAM230G', 'GGT2', 'GNB1L', 'GP1BB', 'KLHL22', 'LRRC74B', 'LZTR1', 'MED15', 'P2RX6', 'P2RX6P', 'PI4KA', 'POM121L4P', 'POM121L8P', 'RANBP1', 'RTL10', 'RTN4R', 'SCARF2', 'SEPT5-GP1BB', 'SEPTIN5', 'SERPIND1', 'SLC7A4', 'SNAP29', 'SNORA77B', 'TANGO2', 'TBX1', 'THAP7', 'THAP7-AS1', 'TMEM191A', 'TRMT2A', 'TUBA3FP', 'TXNRD2', 'ZDHHC8', 'ZNF74']
SNU182_LIVER	ACH-000483	SNU182_LIVER_amplicon9_BFB_1	BFB	['CCDC116', 'HIC2', 'MAPK1', 'PI4KAP2', 'PPIL2', 'PPM1F', 'PRAMENP', 'RIMBP3B', 'RIMBP3C', 'SDF2L1', 'TMEM191C', 'TOP3B', 'UBE2L3', 'YDJC', 'YPEL1']
SNU1_STOMACH	ACH-000932	SNU1_STOMACH_amplicon1_Complex non-cyclic_1	Complex non-cyclic	['UNC5C']
SNU387_LIVER	ACH-000478	SNU387_LIVER_amplicon1_Linear amplification_1	Linear amplification	['ATP2B2', 'ATP2B2-IT2', 'HRH1', 'SEC13', 'SLC6A1', 'SLC6A1-AS1', 'SLC6A11']
SNU387_LIVER	ACH-000478	SNU387_LIVER_amplicon3_Complex non-cyclic_1	Complex non-cyclic	['DHCR7', 'FLJ42102', 'KRTAP5-10', 'KRTAP5-11', 'KRTAP5-7', 'KRTAP5-8', 'NADSYN1']
